StudyID,Correlation,Directionality (positive or negative - because excel thinks I want to calculate something if I start with minus sign),SignificanceLevel<than,Nonsignificant,N,Variable1,Measure1,Variable2,Measure2,Same_variable,Type_Same,InPaper (as opposed to supplementary material),"InTable (1 in table, 0 in text)","type_p(1: p=, 2: p<, 3: p>)",MainCor,corr_Type(when different),ProvisionallySuspicious,Corr_Comments,N as range
8,.07,N,,1,320,warmth-trustworthiness M partner,,confidence-humor self rating,,,,1,1,2,,,,correlations based on data from 160 male and 160 female participants - rating from both,
8,.02,N,,1,320,vitality-attractiveness M partner,,confidence-humor self rating,,,,1,1,2,,,,correlations based on data from 160 male and 160 female participants - rating from both,
8,.12,P,,1,320,status-resources M partner,,confidence-humor self rating,,,,1,1,2,,,,correlations based on data from 160 male and 160 female participants - rating from both,
8,.12,P,0.001,,763,warmth-trustworthiness T1,"The content of the first
three dimensions consisted of items marking the preference dimensions
identified by Fletcher et al. (1999): warmth-trustworthiness, vitalityattractiveness,
and status-resources.",vitality-attractiveness T1,"The content of the first
three dimensions consisted of items marking the preference dimensions
identified by Fletcher et al. (1999): warmth-trustworthiness, vitalityattractiveness,
and status-resources.",,,1,1,2,,,,,
8,.23,P,0.001,,763,warmth-trustworthiness T1,,status-resources T1,"The content of the first
three dimensions consisted of items marking the preference dimensions
identified by Fletcher et al. (1999): warmth-trustworthiness, vitalityattractiveness,
and status-resources.",,,1,1,2,,,,,
8,.30,P,0.001,,763,vitality-attractiveness T1,,status-resources T1,,,,1,1,2,,,,,
8,.34,P,0.001,,763,warmth-trustworthiness T1,,confidence-humor T1,"contained
items tapping the more social aspects of behavior originally contained
in Fletcher et al.’s vitality-attractiveness factor",,,1,1,2,,,,,
8,.35,P,0.001,,763,vitality-attractiveness T1,,confidence-humor T1,,,,1,1,2,,,,,
8,.39,P,0.001,,763,status-resources T1,,confidence-humor T1,,,,1,1,2,,,,,
8,.16,P,0.001,,763,status-resources T1,,warmth-trustworthiness T2,,,,1,1,2,,,,,
8,.15,P,0.001,,763,confidence-humor T1,,warmth-trustworthiness T2,,,,1,1,2,,,,,
8,.10,P,0.01,,763,warmth-trustworthiness T1,,vitality-attractiveness T2,,,,1,1,2,,,,,
8,.29,P,0.001,,763,status-resources T1,,vitality-attractiveness T2,,,,1,1,2,,,,,
8,.25,P,0.001,,763,confidence-humor T1,,vitality-attractiveness T2,,,,1,1,2,,,,,
8,.19,P,0.001,,763,warmth-trustworthiness T2,,vitality-attractiveness T2,,,,1,1,2,,,,,
8,.18,P,0.001,,763,warmth-trustworthiness T1,,status-resources T2,,,,1,1,2,,,,,
8,.23,P,0.001,,763,vitality-attractiveness T1,,status-resources T2,,,,1,1,2,,,,,
8,.32,P,0.001,,763,confidence-humor T1,,status-resources T2,,,,1,1,2,,,,,
8,.24,P,0.001,,763,warmth-trustworthiness T2,,status-resources T2,,,,1,1,2,,,,,
8,.36,P,0.001,,763,vitality-attractiveness T2,,status-resources T2,,,,1,1,2,,,,,
8,.17,P,0.001,,763,warmth-trustworthiness T1,,confidence-humor T2,,,,1,1,2,,,,,
8,.19,P,0.001,,763,vitality-attractiveness T1,,confidence-humor T2,,,,1,1,2,,,,,
8,.30,P,0.001,,763,status-resources T1,,confidence-humor T2,,,,1,1,2,,,,,
8,.38,P,0.001,,763,warmth-trustworthiness T2,,confidence-humor T2,,,,1,1,2,,,,,
8,.37,P,0.001,,763,vitality-attractiveness T2,,confidence-humor T2,,,,1,1,2,,,,,
8,.43,P,0.001,,763,status-resources T2,,confidence-humor T2,,,,1,1,2,,,,,
8,.04,P,,1,763,vitality-attractiveness T1,,warmth-trustworthiness T2,,,,1,1,2,,,,,
8,.06,N,,1,257,vitality-attractiveness T1,,warmth-trustworthiness T2 partner characteristics,,,,1,1,2,,,,,
8,.01,P,,1,257,status-resources T1,,warmth-trustworthiness T2 partner characteristics,,,,1,1,2,,,,,
8,.05,P,,1,257,confidence-humor T1,,warmth-trustworthiness T2 partner characteristics,,,,1,1,2,,,,,
8,.07,P,,1,257,vitality-attractiveness T2,,warmth-trustworthiness T2 partner characteristics,,,,1,1,2,,,,,
8,.03,P,,1,257,status-resources T2,,warmth-trustworthiness T2 partner characteristics,,,,1,1,2,,,,,
8,.11,P,,1,257,status-resources T1,,vitality-attractiveness T2 partner characteristics,,,,1,1,2,,,,,
8,.01,P,,1,257,status-resources T2,,vitality-attractiveness T2 partner characteristics,,,,1,1,2,,,,,
8,.06,P,,1,257,vitality-attractiveness T1,,confidence-humor T2 partner characteristics,,,,1,1,2,,,,,
8,.08,P,,1,257,status-resources T1,,confidence-humor T2 partner characteristics,,,,1,1,2,,,,,
8,.07,P,,1,257,vitality-attractiveness T2,,confidence-humor T2 partner characteristics,,,,1,1,2,,,,,
8,.06,P,,1,257,status-resources T2,,confidence-humor T2 partner characteristics,,,,1,1,2,,,,,
8,.77,P,0.001,,763,warmth-trustworthiness T1,,warmth-trustworthiness T1,,1,Cronbach's alpha,1,1,2,,,,,
8,.78,P,0.001,,763,vitality-attractiveness T1,,vitality-attractiveness T1,,1,Cronbach's alpha,1,1,2,,,,,
8,.78,P,0.001,,763,status-resources T1,,status-resources T1,,1,Cronbach's alpha,1,1,2,,,,,
8,.67,P,0.001,,763,confidence-humor T1,,confidence-humor T1,,1,Cronbach's alpha,1,1,2,,,,,
8,.78,P,0.001,,763,warmth-trustworthiness T2,,warmth-trustworthiness T2,,1,Cronbach's alpha,1,1,2,,,,,
8,.77,P,0.001,,763,vitality-attractiveness T2,,vitality-attractiveness T2,,1,Cronbach's alpha,1,1,2,,,,,
8,.80,P,0.001,,763,status-resources T2,,status-resources T2,,1,Cronbach's alpha,1,1,2,,,,,
8,.70,P,0.001,,763,confidence-humor T2,,confidence-humor T2,,1,Cronbach's alpha,1,1,2,,,,,
8,.86,P,0.001,,257,warmth-trustworthiness T2 partner characteristics,,warmth-trustworthiness T2 partner characteristics,,1,Cronbach's alpha,1,1,2,,,,based on a subset of 257 out of 763 participants,
8,.83,P,0.001,,257,vitality-attractiveness T2 partner characteristics,,vitality-attractiveness T2 partner characteristics,,1,Cronbach's alpha,1,1,2,,,,based on a subset of 257 out of 763 participants,
8,.75,P,0.001,,257,status-resources T2 partner characteristics,,status-resources T2 partner characteristics,,1,Cronbach's alpha,1,1,2,,,,based on a subset of 257 out of 763 participants,
8,.75,P,0.001,,257,confidence-humor T2 partner characteristics,,confidence-humor T2 partner characteristics,,1,Cronbach's alpha,1,1,2,,,,based on a subset of 257 out of 763 participants,
8,.14,P,0.05,,257,warmth-trustworthiness T1,,warmth-trustworthiness partner characteristic,"participants who had entered a relationship by T2 rated
their current partner on the same items answering the question
“What do you think how [item] is [he/she]?”",,,1,1,2,1,,,based on a subset of 257 out of 763 participants,
8,.38,P,0.001,,257,warmth-trustworthiness T2,,warmth-trustworthiness partner characteristic,,,,1,1,2,,,,based on a subset of 257 out of 763 participants,
8,.24,P,0.001,,257,confidence-humor T2,,warmth-trustworthiness partner characteristic,,,,1,1,2,,,,based on a subset of 257 out of 763 participants,
8,.19,P,0.01,,257,warmth-trustworthiness T1,,vitality-attractiveness partner characteristic,"participants who had entered a relationship by T2 rated
their current partner on the same items answering the question
“What do you think how [item] is [he/she]?”",,,1,1,2,,,,based on a subset of 257 out of 763 participants,
8,.23,P,0.001,,257,vitality-attractiveness T1,,vitality-attractiveness partner characteristic,,,,1,1,2,1,,,based on a subset of 257 out of 763 participants,
8,.17,P,0.05,,257,confidence-humor T1,,vitality-attractiveness partner characteristic,,,,1,1,2,,,,based on a subset of 257 out of 763 participants,
8,.26,P,0.001,,257,warmth-trustworthiness T2,,vitality-attractiveness partner characteristic,,,,1,1,2,,,,based on a subset of 257 out of 763 participants,
8,.23,P,0.001,,257,vitality-attractiveness T2,,vitality-attractiveness partner characteristic,,,,1,1,2,,,,based on a subset of 257 out of 763 participants,
8,.19,P,0.01,,257,confidence-humor T2,,vitality-attractiveness partner characteristic,,,,1,1,2,,,,based on a subset of 257 out of 763 participants,
8,.18,P,0.01,,257,warmth-trustworthiness partner characteristic,,vitality-attractiveness partner characteristic,,,,1,1,2,,,,based on a subset of 257 out of 763 participants,
8,.17,P,0.05,,257,warmth-trustworthiness T1,,status-resources partner characteristic,"participants who had entered a relationship by T2 rated
their current partner on the same items answering the question
“What do you think how [item] is [he/she]?”",,,1,1,2,,,,based on a subset of 257 out of 763 participants,
8,.14,P,0.05,,257,vitality-attractiveness T1,,status-resources partner characteristic,,,,1,1,2,,,,based on a subset of 257 out of 763 participants,
8,.22,P,0.001,,257,status-resources T1,,status-resources partner characteristic,,,,1,1,2,1,,,based on a subset of 257 out of 763 participants,
8,.14,P,0.05,,257,confidence-humor T1,,status-resources partner characteristic,,,,1,1,2,,,,based on a subset of 257 out of 763 participants,
8,.19,P,0.01,,257,warmth-trustworthiness T2,,status-resources partner characteristic,,,,1,1,2,,,,based on a subset of 257 out of 763 participants,
8,.29,P,0.001,,257,vitality-attractiveness T2,,status-resources partner characteristic,,,,1,1,2,,,,based on a subset of 257 out of 763 participants,
8,.28,P,0.001,,257,status-resources T2,,status-resources partner characteristic,,,,1,1,2,,,,based on a subset of 257 out of 763 participants,
8,.32,P,0.001,,257,confidence-humor T2,,status-resources partner characteristic,,,,1,1,2,,,,based on a subset of 257 out of 763 participants,
8,.36,P,0.001,,257,warmth-trustworthiness partner characteristic,,status-resources partner characteristic,,,,1,1,2,,,,based on a subset of 257 out of 763 participants,
8,.30,P,0.001,,257,vitality-attractiveness partner characteristic,,status-resources partner characteristic,,,,1,1,2,,,,based on a subset of 257 out of 763 participants,
8,.24,P,0.001,,257,warmth-trustworthiness T1,,confidence-humor partner characteristic,"participants who had entered a relationship by T2 rated
their current partner on the same items answering the question
“What do you think how [item] is [he/she]?”",,,1,1,2,,,,based on a subset of 257 out of 763 participants,
8,.35,P,0.001,,257,confidence-humor T1,,confidence-humor partner characteristic,,,,1,1,2,1,,,based on a subset of 257 out of 763 participants,
8,.30,P,0.001,,257,warmth-trustworthiness T2,,confidence-humor partner characteristic,,,,1,1,2,,,,based on a subset of 257 out of 763 participants,
8,.44,P,0.001,,257,confidence-humor T2,,confidence-humor partner characteristic,,,,1,1,2,,,,based on a subset of 257 out of 763 participants,
8,.35,P,0.001,,257,warmth-trustworthiness partner characteristic,,confidence-humor partner characteristic,,,,1,1,2,,,,based on a subset of 257 out of 763 participants,
8,.39,P,0.001,,257,vitality-attractiveness partner characteristic,,confidence-humor partner characteristic,,,,1,1,2,,,,based on a subset of 257 out of 763 participants,
8,.38,P,0.001,,257,status-resources partner characteristic,,confidence-humor partner characteristic,,,,1,1,2,,,,based on a subset of 257 out of 763 participants,
9,.18,P,0.01,,4373,neuroticism T1,"NEO Five-
Factor Inventory",conflict with romantic partner,"participants were
asked to provide information for every listed person on the following
relationship aspects: frequency of conflict (1  never to
5  almost always), frequency of contact (0  less than once a
month to 5  every day), perceived closeness with one’s relationship
partner (1  very distant to 5  very close), perceived
insecurity with one’s interaction partner (1  never to 5  always),
and overall importance (1  better to end the relationship
to 5  ending would put great strain on me).",,,1,1,2,1,,,,
9,.10,P,0.01,,2219,change in neuroticism T1-T2,,change in conflict with romantic partner T1-T2,,,,1,1,2,1,,,,
9,.18,N,0.01,,4373,agreeableness T1,"NEO Five-
Factor Inventory",conflict with romantic partner,,,,1,1,2,1,,,,
9,.12,N,0.01,,1609,change in agreeableness T2-T3,,change in conflict with romantic partner T2-T3,,,,1,1,2,1,,,,
9,.12,N,0.01,,4373,neuroticism T1,,closeness with romantic partner T1,"participants were
asked to provide information for every listed person on the following
relationship aspects: frequency of conflict (1  never to
5  almost always), frequency of contact (0  less than once a
month to 5  every day), perceived closeness with one’s relationship
partner (1  very distant to 5  very close), perceived
insecurity with one’s interaction partner (1  never to 5  always),
and overall importance (1  better to end the relationship
to 5  ending would put great strain on me).",,,1,1,2,,,,,
9,.10,P,0.01,,4373,agreeableness T1,,closeness with romantic partner T1,,,,1,1,2,,,,,
9,.24,P,0.01,,4373,neuroticism T1,,insecurity with romantic partner T1,"participants were
asked to provide information for every listed person on the following
relationship aspects: frequency of conflict (1  never to
5  almost always), frequency of contact (0  less than once a
month to 5  every day), perceived closeness with one’s relationship
partner (1  very distant to 5  very close), perceived
insecurity with one’s interaction partner (1  never to 5  always),
and overall importance (1  better to end the relationship
to 5  ending would put great strain on me).",,,1,1,2,1,,,,
9,.10,P,0.01,,2219,change in neuroticism T1-T2,,change in insecurity with romantic partner T1-T2,,,,1,1,2,1,,,,
9,.14,P,0.01,,1609,change in neuroticism T2-T3,,change in insecurity with romantic partner T2-T3,,,,1,1,2,1,,,,
9,.12,N,0.01,,4373,extraversion T1,"NEO Five-
Factor Inventory",insecurity with romantic partner T1,,,,1,1,2,,,,,
9,.14,N,0.01,,4373,agreeableness T1,,insecurity with romantic partner T1,,,,1,1,2,1,,,,
9,.10,N,0.01,,4373,conscientiousness T1,"NEO Five-
Factor Inventory",insecurity with romantic partner T1,,,,1,1,2,1,,,,
9,.13,P,0.01,,4373,neuroticism T1,,conflict with friends T1,"participants were
asked to provide information for every listed person on the following
relationship aspects: frequency of conflict (1  never to
5  almost always), frequency of contact (0  less than once a
month to 5  every day), perceived closeness with one’s relationship
partner (1  very distant to 5  very close), perceived
insecurity with one’s interaction partner (1  never to 5  always),
and overall importance (1  better to end the relationship
to 5  ending would put great strain on me).",,,1,1,2,1,,,,
9,.20,N,0.01,,4373,agreeableness T1,,conflict with friends T1,,,,1,1,2,1,,,,
9,.13,N,0.01,,1609,change in agreeableness T2-T3,,change in conflict with friends T2-T3,,,,1,1,2,1,,,,
9,.12,N,0.01,,4373,conscientiousness T1,,conflict with friends T1,,,,1,1,2,1,,,,
9,.13,P,0.01,,4373,extraversion T1,,contact with friends T1,,,,1,1,2,1,,,,
9,.12,P,0.01,,2219,change in extraversion T1-T2,,change in contact with friends T1-T2,"participants were
asked to provide information for every listed person on the following
relationship aspects: frequency of conflict (1  never to
5  almost always), frequency of contact (0  less than once a
month to 5  every day), perceived closeness with one’s relationship
partner (1  very distant to 5  very close), perceived
insecurity with one’s interaction partner (1  never to 5  always),
and overall importance (1  better to end the relationship
to 5  ending would put great strain on me).",,,1,1,2,1,,,,
9,.15,P,0.01,,4373,extraversion T1,,closeness with friends T1,"participants were
asked to provide information for every listed person on the following
relationship aspects: frequency of conflict (1  never to
5  almost always), frequency of contact (0  less than once a
month to 5  every day), perceived closeness with one’s relationship
partner (1  very distant to 5  very close), perceived
insecurity with one’s interaction partner (1  never to 5  always),
and overall importance (1  better to end the relationship
to 5  ending would put great strain on me).",,,1,1,2,,,,,
9,.11,P,0.01,,2219,change in extraversion T1-T2,,change in closeness with friends T1-T2,,,,1,1,2,,,,,
9,.14,P,0.01,,1609,change in extraversion T2-T3,,change in closeness with friends T2-T3,,,,1,1,2,,,,,
9,.10,P,0.01,,4373,agreeableness T1,,closeness with friends T1,,,,1,1,2,,,,,
9,.33,P,0.01,,4373,neuroticism T1,,insecurity with friends T1,"participants were
asked to provide information for every listed person on the following
relationship aspects: frequency of conflict (1  never to
5  almost always), frequency of contact (0  less than once a
month to 5  every day), perceived closeness with one’s relationship
partner (1  very distant to 5  very close), perceived
insecurity with one’s interaction partner (1  never to 5  always),
and overall importance (1  better to end the relationship
to 5  ending would put great strain on me).",,,1,1,2,1,,,,
9,.21,P,0.01,,2219,change in neuroticism T1-T2,,change in insecurity with friends T1-T2,,,,1,1,2,1,,,,
9,.19,P,0.01,,1609,change in neuroticism T2-T3,,change in insecurity with friends T2-T3,,,,1,1,2,1,,,,
9,.19,N,0.01,,4373,extraversion T1,,insecurity with friends T1,,,,1,1,2,,,,,
9,.15,N,0.01,,2219,change in extraversion T1-T2,,change in insecurity with friends T1-T2,,,,1,1,2,,,,,
9,.14,N,0.01,,1609,change in extraversion T2-T3,,change in insecurity with friends T2-T3,,,,1,1,2,,,,,
9,.10,P,0.01,,4373,openess T1,"NEO Five-
Factor Inventory",insecurity with friends T1,,,,1,1,2,,,,,
9,.12,N,0.01,,4373,agreeableness T1,,insecurity with friends T1,,,,1,1,2,1,,,,
9,.11,N,0.01,,4373,conscientiousness T1,,insecurity with friends T1,,,,1,1,2,1,,,,
9,.13,N,0.01,,2219,change in conscientiousness T1-T2,,change in insecurity with friends T1-T2,,,,1,1,2,1,,,,
9,.11,N,0.01,,1609,change in conscientiousness T2-T3,,change in insecurity with friends T2-T3,,,,1,1,2,1,,,,
9,.15,P,0.01,,4373,extraversion T1,,importance friends T1,"participants were
asked to provide information for every listed person on the following
relationship aspects: frequency of conflict (1  never to
5  almost always), frequency of contact (0  less than once a
month to 5  every day), perceived closeness with one’s relationship
partner (1  very distant to 5  very close), perceived
insecurity with one’s interaction partner (1  never to 5  always),
and overall importance (1  better to end the relationship
to 5  ending would put great strain on me).",,,1,1,2,1,,,,
9,.12,P,0.01,,4373,agreeableness T1,,importance friends T1,,,,1,1,2,1,,,,
9,.18,P,0.01,,4373,neuroticism T1,,conflict kin T1,"participants were
asked to provide information for every listed person on the following
relationship aspects: frequency of conflict (1  never to
5  almost always), frequency of contact (0  less than once a
month to 5  every day), perceived closeness with one’s relationship
partner (1  very distant to 5  very close), perceived
insecurity with one’s interaction partner (1  never to 5  always),
and overall importance (1  better to end the relationship
to 5  ending would put great strain on me).",,,1,1,2,1,,,,
